USER_ID,N_POINTS,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,N_TRAJECTORIES,MEAN_LAT,MEAN_LON,ZONE_CELL,ZONE_CELL_SIZE_M
10_3125,19994,48.83967629,48.89135933,2.32568497,2.38618722,60,48.870261018140994,2.34910328031496,906:28,6000
16_3797,8656,48.86608044,48.89990072,2.333487307,2.38519627,48,48.88099739073447,2.3556971213659255,906:28,6000
16_3937,13884,48.84390539,48.88836025,2.27416999,2.39155385,45,48.87598658298742,2.3402110664515043,906:28,6000
16_4058,19693,48.80724037,48.93591327,2.24820263,2.5212189,44,48.86928335872581,2.353215279515105,906:28,6000
2_1932,13096,48.77822881,48.87629926,2.22573549,2.41300485,42,48.85287268938286,2.3159868958243233,906:28,6000
46_0793,12531,48.82366865,48.87432544,2.3188047233333333,2.43643288,41,48.84126658582423,2.353385026193829,906:28,6000
46_0883,7628,48.83386521,48.85688853,2.2808327,2.33083247,40,48.84711514170872,2.3004093009000197,906:28,6000
16_3834,14276,48.66302295,48.90500617,2.26474598,2.47641861,39,48.86481653961705,2.3251285178338694,906:28,6000
46_0868,7783,48.75154645,48.91494942,2.2137664,2.38771168375,39,48.83792034358061,2.2967407874425327,906:28,6000
12_3194,11553,48.81854539,49.24759429,2.2386757128571437,2.58683286,38,48.849220914802274,2.297166624972738,906:28,6000
14_3700,8303,48.83785967,48.88806444,2.32008747,2.37606889,37,48.85208450991051,2.3424160233215496,906:28,6000
13_3429,8296,48.74006395,49.01491699,2.26711374,2.38647244,36,48.84743177009817,2.3646759415379943,906:28,6000
2_1856,8284,48.77335779,48.92984611,2.222811525,2.49199946,36,48.837730781886606,2.3596931985278857,906:28,6000
16_3823,18081,48.81577636,48.87564936794873,2.25676947,2.3870964,35,48.84357857810813,2.303013949449292,906:28,6000
14_3720,11163,48.86295448,48.884915340000006,2.30826371,2.67588773,35,48.87325009555416,2.3291121358227604,906:28,6000
42_0059,7837,48.84699239,48.89778537,2.283558268333333,2.36930525,35,48.87087761324886,2.3414124328496184,906:28,6000
45_664,20842,48.80854746,48.90109135,2.2907535775,2.64322254,34,48.83617550927468,2.3611196421760985,906:28,6000
16_3765,14015,48.83911924,48.93065845,2.21266833,2.37367892,34,48.87055433057257,2.3296307359859885,906:28,6000
42_0516,6382,48.82955918,48.90078022,2.28613014,2.392852527954546,34,48.87205343545309,2.350033009758803,906:28,6000
42_0008,6058,48.82031191,48.87342459,2.33040472,2.37232556,34,48.8556205964566,2.3571605929757915,906:28,6000
2_1877,30293,48.8042847,48.9003251,2.305668675,2.36526175,33,48.85387393883896,2.3348186890362825,906:28,6000
14_3613,22536,48.82148697,48.8922075,2.25589913,2.40622958,33,48.851354530497815,2.3308806619479636,906:28,6000
16_3961,10633,48.84468297,48.87250156,2.34236251,2.40207529,33,48.85981516153153,2.3583920426670733,906:28,6000
16_3905,13897,48.79424673,49.03978518,2.13172418,2.51067123,32,48.8489262587031,2.3473927241486323,906:28,6000
12_3232,10473,48.82230497,48.8986784,2.31577423,2.43597661,32,48.85961798411234,2.361848196696033,906:28,6000
2_1964,10109,48.82955266,48.892702500000006,2.32512221,2.40751051,32,48.86135238589525,2.3653044880645644,906:28,6000
16_3793,9630,48.782374025,48.87290323,2.31512754,2.40981382,32,48.848456704824166,2.3661679999198966,906:28,6000
16_3885,9501,48.74378713,48.85897233,2.30443078,2.57073504,32,48.832805545155864,2.3501767212710467,906:28,6000
16_4034,10861,48.83685677,48.88454796,2.2722557,2.39535813,31,48.862709928039024,2.323285674476564,906:28,6000
2_1966,7960,48.81094871,48.86410823,2.15036895,2.36023105,31,48.846733200968394,2.3047266597779204,906:28,6000
16_3915,6702,48.84583104,48.88503728,2.32129107,2.38489871,31,48.86077129648719,2.3619185500492437,906:28,6000
42_0368,15412,48.80044712,48.88201705,2.28647979,2.44887814,30,48.84200690532553,2.3693188947556254,906:28,6000
42_0066,5398,48.84443864,48.89615831,2.29600889,2.41254872,30,48.88133999026429,2.3716477400412344,906:28,6000
16_4037,4579,48.82459739,48.86264854,2.29830844,2.3766075,30,48.83960866528506,2.341770532474121,906:28,6000
45_703,25741,48.81598718,48.97338927,2.22227696,2.54704161,29,48.84994190936619,2.349868935697385,906:28,6000
42_0436,9139,48.80461388,48.88426089,2.2919636,2.4871625642857143,29,48.83915224887043,2.360970402410337,906:28,6000
42_0018,9013,48.83875585,48.88612224,2.35629484,2.388480939137931,29,48.86295123543413,2.368317864756804,906:28,6000
14_3657,33630,48.8175972,48.88174687285714,2.27165839,2.396743485,28,48.84641601780195,2.319905335801949,906:28,6000
42_0529,12889,48.84944493,48.89026195,2.3010594,2.39340675,28,48.867443498505345,2.3552775301442295,906:28,6000
2_1846,10345,48.82370731,48.89429588,2.27068841,2.33538195,28,48.8790638332333,2.3047179429284275,906:28,6000
16_3981,6874,48.71798518,48.87578439,2.19687878,2.72072538,28,48.84415025382323,2.347006058061578,906:28,6000
16_3901,5957,48.8371585625,48.93190111,2.254547887142857,2.71883023,28,48.85471349730811,2.3215844806685673,906:28,6000
10_3050,5449,48.84260483,48.8991104,2.23625852,2.41305536,28,48.86262205410489,2.3455174918231037,906:28,6000
16_3974,4695,48.799157425,49.24903392,2.25207066,2.67832871,28,48.857175062794205,2.318166763187762,906:28,6000
42_0007,3837,48.82973743,49.0974993,2.20529764,2.73262073,28,48.86265210220896,2.3069040958304154,906:28,6000
13_3559,19828,48.81899517,48.89738457,2.24095116,2.42059142,27,48.8450065926857,2.360310437152958,906:28,6000
2_1807,19253,48.82718277,48.89892762,2.28780875,2.4108088,27,48.86821603557277,2.3610009956752798,906:28,6000
42_0013,12651,48.83302373,48.864925405,2.30013273,2.38701393,27,48.84777548210774,2.344260060737939,906:28,6000
12_3370,12092,48.79477583,48.88954361,2.26851734,2.41184512,27,48.85005946216993,2.3165492939451484,906:28,6000
10_3174,9581,48.77549341,48.94404231,2.27865248,2.34286519,27,48.859266268733876,2.3150920295518613,906:28,6000
16_3828,4644,48.83663556,48.85980046,2.31335981,2.34494275,27,48.848545038077816,2.3340468971512323,906:28,6000
16_3859,18479,48.33830377,49.02492756,1.40131266,2.46946706,26,48.835766270390636,2.3408463296338424,906:28,6000
42_0593,12351,48.81719642,48.92611777,2.2455546,2.36995396,26,48.872423051463045,2.3079820683075076,906:28,6000
10_3067,12168,48.82355806,48.8880998,2.28801089,2.4328468,26,48.85490612845341,2.356552675281007,906:28,6000
16_4110,11994,48.83245315,48.88333233,2.33688756,2.39847365,26,48.85898531790685,2.3747218762764084,906:28,6000
42_0038,10358,48.81000595,48.90892639,2.2987121527272727,2.45983646,26,48.85038020194619,2.3518401996670275,906:28,6000
42_0451,10340,48.79781011,48.88170885,2.27762627,2.41118426,26,48.84651171280425,2.3535611708876636,906:28,6000
13_3508,9827,48.82839324,48.89714014,2.23536997,2.42457138,26,48.85721805510975,2.368291404325745,906:28,6000
16_3762,9578,48.779893562,48.88424243,2.2411270033333337,2.46238398,26,48.836634301719535,2.3117543843324135,906:28,6000
3_2205,9343,48.81024526,48.88759327,2.31905681,2.37890029,26,48.8554192837186,2.3445343967994234,906:28,6000
46_0898,8937,48.82974023,48.87353384571429,2.31133988,2.38594482,26,48.85593558022983,2.3534335732581724,906:28,6000
13_3522,8237,48.7842333,48.95606662,2.21772321,2.45150211,26,48.87444894973768,2.319309322458996,906:28,6000
14_3695,4739,48.81822943,48.889841095,2.3171045863636364,2.380734405,26,48.833465786898195,2.3581817944720522,906:28,6000
42_0041,17215,48.81902388,48.92358423,1.991111821520468,2.41094371,25,48.84636408390318,2.303537846939307,906:28,6000
46_0800,15251,48.80598303,48.887233,2.31466388,2.5775409,25,48.83894165258346,2.3752288348036474,906:28,6000
14_3592,11636,48.82701029,48.87446829,2.27701817,2.42111972,25,48.85529310836458,2.3546185519997347,906:28,6000
42_0062,11432,48.820035965,49.02494102,1.84749503,3.05107324,25,48.872289488902005,2.344024213053703,906:28,6000
16_3983,9630,48.81405382,48.87646789,2.28465735,2.41081669,25,48.85191842599793,2.349729428977172,906:28,6000
16_3783,9235,48.81602732,48.93862405733332,2.2731109985714286,2.36412959,25,48.86159440259075,2.32987535700881,906:28,6000
46_0856,5694,48.806299625,48.89901023,2.27003937,2.371333105,25,48.836785751379736,2.3181164836882475,906:28,6000
42_0061,26010,48.20498173,48.89760261723404,1.4023966,2.39179275,24,48.85212529801028,2.3112484888488214,906:28,6000
42_0532,17536,48.82586782971429,48.92345909655173,2.348091325,2.40923669,24,48.86787075558184,2.3756050089861995,906:28,6000
3_2136,14322,48.8201787375,48.97927447,2.29872489,2.69789784,24,48.84992041326242,2.337233277663999,906:28,6000
46_0909,14283,48.84073115,48.90168439,2.2178633,2.55971493,24,48.878029375898656,2.342102693824396,906:28,6000
14_3647,12449,48.83859015,48.8956374,2.3192608875,2.40660806,24,48.86512350177497,2.3507329055388384,906:28,6000
2_1804,12316,48.82346903,48.891122575,2.3176129,2.42816107,24,48.852078199021804,2.358162311869217,906:28,6000
46_0959,10865,48.79485338,48.88472039,2.12792928,2.40171077,24,48.84076516905039,2.3457660651084216,906:28,6000
45_693,10252,48.8296332,48.89876768,2.23583234,2.52646012,24,48.85571651959667,2.319571659339641,906:28,6000
16_3846,9914,48.8319795,48.90307418,2.15299026,2.37109623,24,48.859773890902375,2.294487978157612,906:28,6000
16_3856,9756,48.85071612,48.910770076666665,2.3165668825,2.40970617,24,48.875548821314254,2.346685655397267,906:28,6000
12_3353,7174,48.82011122,48.89688701533333,2.27832148,2.37464718,24,48.86955265147514,2.3462706731714476,906:28,6000
16_4063,6823,48.78993953,48.89434814470589,2.28836366,2.37745389,24,48.86571197020661,2.3264363489043776,906:28,6000
16_4088,4995,48.84979422,48.89049801,2.28481209,2.38343111,24,48.87761776618687,2.3384174319229625,906:28,6000
2_1981,4613,48.83841227,48.873160435,2.282743323629032,2.32623932,24,48.85382635410363,2.2947719575911782,906:28,6000
14_3594,4569,48.81945064,48.87300343,2.29616755,2.40199232,24,48.84847823225092,2.360556222305994,906:28,6000
3_2063,4374,48.82433831,48.86315299,2.34157781,2.40062811,24,48.84064579918034,2.3638404876353114,906:28,6000
12_3237,3898,48.82086658,48.90440305,2.304965786,2.36858925,24,48.87763419656404,2.327485041326926,906:28,6000
2_1993,15055,48.83372229,48.89065248,2.31172904,2.3882843,23,48.862952163582534,2.346980315186972,906:28,6000
16_3988,14988,48.84362874,48.9138324,2.170415175,2.36401217,23,48.88031320025921,2.3207156112136142,906:28,6000
46_0799,10000,48.823468055000006,48.89192816,2.24234899,2.40086482,23,48.85213830178771,2.3291589789047866,906:28,6000
2_1860,5780,48.8321561,48.86051185,2.28706509,2.33236301,23,48.841258539188146,2.3035838376614723,906:28,6000
42_0011,5268,48.81965391,48.90729888,2.26760765,2.36456511,23,48.84795766455419,2.3376208219041303,906:28,6000
42_0060,5180,48.84631743903226,48.90771656,2.33821388,2.38342702,23,48.87855062962846,2.358074406069889,906:28,6000
42_0012,4203,48.8334643,48.86992258,2.27156437,2.36487021,23,48.84580353632158,2.3265443167813404,906:28,6000
16_4019,3922,48.84274356,48.89897481,2.313657161666667,2.37343107,23,48.88253403306101,2.335317141903805,906:28,6000
3_2195,16516,48.79304669,48.99694573,1.67409479,2.55749377,22,48.85264475917147,2.333965853533493,906:28,6000
42_0050,13445,48.8421966325,48.91332295,2.28327775,2.336629982222222,22,48.873426639280595,2.3058489316478195,906:28,6000
3_2077,11977,48.82058035,48.89268466,2.2586748,2.36534763,22,48.858949940839345,2.2960754518916016,906:28,6000
16_3759,11904,48.81623493,48.88247867,2.2786083,2.38908569,22,48.84113897312112,2.328506341141769,906:28,6000
16_3784,11524,48.10361699,49.07366152,1.40173382,2.61546927,22,48.8807863690368,2.369264130482538,906:28,6000
16_3960,9415,48.82085173,48.88269033,2.30032923,2.4261709,22,48.8429352200786,2.349790838768986,906:28,6000
42_0515,9388,48.78077270649193,48.89134577,2.28625403,2.405453763333333,22,48.83834869718824,2.339556901196238,906:28,6000
16_3758,8860,48.841584595,48.90027786,2.25195144,2.37023263,22,48.876220016950384,2.32250518370068,906:28,6000
10_2994,7523,48.73703261,48.8628441,2.22306545,2.37109825,22,48.84396355495286,2.2976681280258013,906:28,6000
46_0970,6369,48.82783404,48.87233997,2.31187589,2.4014421960000005,22,48.84839283674943,2.371224649654628,906:28,6000
46_0835,5153,48.79733808,48.9055268,2.27797323,2.43284071,22,48.832999908088176,2.34441679908211,906:28,6000
16_3775,4949,48.81167650666666,48.89516513,2.21424325,2.377016276,22,48.8335016417064,2.3225271662870624,906:28,6000
16_4057,4642,48.855133785,48.93005536333334,2.28351781,2.38149358,22,48.87924321121741,2.317592734432397,906:28,6000
10_3086,19996,48.63579931,48.89599158,2.2338143525,2.44639544,21,48.85897824261861,2.298442755539147,906:28,6000
46_0872,16643,48.78758131,48.98869627571429,2.15004222,2.41257868,21,48.87203998125382,2.3350450740863797,906:28,6000
3_2088,14574,48.77959961,48.90354565,2.15158597,2.40075887,21,48.877937229363766,2.3088678326292467,906:28,6000
42_0511,12401,48.82598313441861,48.90146894,2.25591817,2.37529137,21,48.873388933679045,2.3020631039383748,906:28,6000
42_0506,10357,48.79961044820895,48.87604561656251,2.25734277,2.58208352,21,48.84219142132549,2.315678331995162,906:28,6000
12_3388,10178,48.81977849,48.89005247,2.31923968,2.43383469,21,48.85909873463287,2.3588124256005387,906:28,6000
16_3969,8507,48.7702842,48.88209081,2.34946606,2.423136955,21,48.864073303905975,2.372593217066078,906:28,6000
3_2161,8057,48.81800063571428,48.875896735,2.280055670909091,2.35656071,21,48.84385485070555,2.31070295351142,906:28,6000
14_3713,6147,48.84042521,48.88068471,2.298651898333333,2.364828426,21,48.863749450163525,2.325885334277178,906:28,6000
16_3842,5744,48.82956109,48.85840841,2.28381274,2.38271238,21,48.84578541441344,2.3183049523404886,906:28,6000
16_3971,5645,48.834536858,48.88795306,2.246272954,2.37623151,21,48.87074411073756,2.346490592471135,906:28,6000
42_0253,5621,48.80892073,48.85040183,2.27283285,2.342764666875,21,48.833000839916615,2.2942441302179555,906:28,6000
42_0574,5309,48.840902,48.924789435,2.26277737,2.3840382071666677,21,48.87400287917403,2.347336676405709,906:28,6000
46_0848,5210,48.78919218,48.90396821,2.09386743,2.47811026,21,48.836907745477376,2.3439465875366645,906:28,6000
16_4004,5022,48.826100199375006,48.89704044,2.21229938,2.43372142,21,48.85553192985394,2.362348033677883,906:28,6000
42_0071,3430,48.844572505,48.88495936,2.297664483333333,2.3926994673333337,21,48.86649739740831,2.3651730295601685,906:28,6000
10_3074,11402,48.76108012,48.87019876,2.11683444,2.41324019,20,48.83796615828848,2.304887316449335,906:28,6000
2_1885,9227,48.81880896,48.88124828,2.27781079,2.37446489,20,48.83705164852262,2.337846592920302,906:28,6000
46_0949,6378,48.79498117125,48.87834944,2.12354473,2.40178764,20,48.84415634139187,2.34435036602784,906:28,6000
16_3996,6080,48.82252646,48.91012625,2.25556875,2.42168949,20,48.883726520359104,2.3209281921863187,906:28,6000
10_3102,5787,48.8433832,48.88540444,2.27816679,2.4072619725,20,48.87168302711901,2.3057186710931883,906:28,6000
14_3681,5363,48.83022397,48.93453032,2.2418039,2.3973413000000003,20,48.84969860394213,2.3618230027529377,906:28,6000
16_3799,4457,48.81621483,48.91635226,2.344704628333333,2.42393408,20,48.848756299948285,2.3694425495819806,906:28,6000
12_3328,3295,48.79787551,48.95024021,2.23992984,2.43370115,20,48.8593800867036,2.367148621336007,906:28,6000
42_0543,1678,48.75694579833333,48.87755553306123,2.326023123265306,2.3838371533333333,20,48.854630526766265,2.3536189022769425,906:28,6000
42_0010,1194,48.77797259,48.90683213,2.15548106,2.3667157406896555,20,48.86293727530706,2.3223830993209114,906:28,6000
42_0533,17530,48.80080632,48.896747945,2.237398438,2.4154025,19,48.84594903965649,2.34640359020201,906:28,6000
3_2053,11146,48.81864275,48.93774971,2.25836807,2.46429667,19,48.87223296473992,2.3472918376866563,906:28,6000
12_3281,11009,48.77678047375,49.24825413,2.21965753,2.5266797,19,48.843709696567295,2.314490336129047,906:28,6000
42_0557,8973,48.78565199,48.93108623,2.25024967,2.38298361,19,48.859289597958465,2.312112786864523,906:28,6000
16_3995,7340,48.841033665,48.89964648,2.27426922,2.4061228625,19,48.876918470926334,2.3520921467271814,906:28,6000
45_611,5965,48.84369233,48.88473593,2.3274291025,2.39708104,19,48.867916327422854,2.368425576859725,906:28,6000
42_0263,5699,48.80607621,48.906911156666666,2.20328901,2.376711153113208,19,48.87086678127485,2.3171783436635898,906:28,6000
2_1971,5468,48.81897665,48.90195363,2.21995244,2.381677945,19,48.84746639420212,2.2949477966912317,906:28,6000
14_3618,4616,48.85468903,48.89854278923077,2.331837045,2.3881438,19,48.875684173784805,2.358514457354411,906:28,6000
46_0857,4083,48.82215306,48.85343201,2.345392875714286,2.38797311,19,48.83507987802614,2.367001082033996,906:28,6000
46_0888,4081,48.82374357,48.88228275,2.29636211,2.3687484,19,48.861420222630514,2.3327420621430623,906:28,6000
16_3844,3481,48.824121,48.884787705,2.32824946,2.38699001,19,48.85835480674911,2.3562426750580037,906:28,6000
42_0467,3016,48.84005084,48.905265325,2.2935284,2.37322897,19,48.884612237241896,2.323078804950687,906:28,6000
42_0340,13986,48.79063302,49.06383724,2.31199773,2.4291671,18,48.85393918763505,2.3642319038878172,906:28,6000
42_0350,12097,48.81183401,48.8893339,2.323996413923445,2.41477039,18,48.83705471284584,2.359808669801638,906:28,6000
16_3802,11063,48.77952196,49.01708034,2.18647709,2.47224419,18,48.863415580812756,2.3430235347071515,906:28,6000
2_1824,9161,48.79965498,48.881293362,2.1819488,2.3910911500000003,18,48.85725268720767,2.325916160169886,906:28,6000
13_3525,8646,48.80605598,48.88541335,2.2517105,2.38532603,18,48.85613850006108,2.337143170287626,906:28,6000
46_0924,6421,48.80466921,48.89792978,2.30314059,2.4471141,18,48.84123804989077,2.351391602430683,906:28,6000
42_0242,6216,48.81613069,48.892959825,2.29771947,2.4176319544444445,18,48.86291281915104,2.3737616620421047,906:28,6000
3_2120,5312,48.8597716,48.90618775,2.20478775,2.4859264957142857,18,48.884601314007405,2.3262601958948514,906:28,6000
42_0026,4471,48.86589027,48.92463094,2.286113455789474,2.38632114,18,48.88114807986147,2.3656543784926756,906:28,6000
42_0049,4363,48.8432221475,48.88139437,2.26275762,2.4161879175000003,18,48.85319259905539,2.3062622069077787,906:28,6000
2_1979,3645,48.83355685,48.88393132,2.289498501818182,2.397060342,18,48.8746043264289,2.347444866216127,906:28,6000
46_0961,3554,48.83351171,48.88511765,2.22019071,2.37947951,18,48.85870743594749,2.3005521068384804,906:28,6000
14_3671,19411,48.824595315,48.89181302,2.1943770650000003,2.40022946,17,48.846894102167745,2.351466164294308,906:28,6000
42_0223,13428,48.80447905,48.94706419,2.19831676,2.43673052,17,48.85144895857388,2.3345407354219154,906:28,6000
42_0479,10102,48.80974143,48.88871852,2.3313642225,2.39173428,17,48.8409914365434,2.3609551440708487,906:28,6000
42_0025,9353,48.84754585,48.87241167,2.325635203333333,2.38227411,17,48.8556304894635,2.3537064380675554,906:28,6000
16_3875,8734,48.82453335,49.00672602,2.27311144,2.57517863,17,48.85360915876771,2.323810996345372,906:28,6000
2_1998,8205,48.83280325,48.92595959,2.27034592,2.35526281,17,48.85987326610936,2.305202569695165,906:28,6000
2_2001,7163,48.81429168,48.87825238,2.23131554,2.3807256700000003,17,48.85791560937057,2.3408602859495553,906:28,6000
14_3639,6729,48.85299246,49.14481239,2.26422002,2.50420273,17,48.88360426341817,2.354557966787813,906:28,6000
10_3122,6391,48.80311122,48.89833045,2.29100389,2.37222922,17,48.87306956508877,2.3388157425319167,906:28,6000
16_3792,5225,48.82521278,48.92033185,2.29296852,2.41412524,17,48.84486166892191,2.347577289704189,906:28,6000
14_3692,5000,48.839584192,48.89344042,2.3337357,2.38737112,17,48.86333983792094,2.3622490778938934,906:28,6000
10_3173,3436,48.8536039,48.885510875,2.3336951171428573,2.38073059,17,48.867033682609005,2.3562820836008753,906:28,6000
13_3399,12402,48.82815181333333,48.89260849,2.2574508,2.4708992,16,48.86932526588312,2.366691946529927,906:28,6000
16_3831,11867,48.826469297,48.87402106333334,2.30924076,2.38640745,16,48.8472778972884,2.3434087858340766,906:28,6000
45_668,9342,48.82387612,48.8863019,2.26734023,2.35937819,16,48.84245651947595,2.31811387828027,906:28,6000
16_3890,8334,48.84553123,48.90895107,2.223308633125,2.40278144,16,48.87676226895894,2.3312491490137623,906:28,6000
42_0369,7624,48.80177675,48.89878234,2.3241804,2.41329773,16,48.843640791268264,2.364791372911035,906:28,6000
14_3645,5840,48.81473966,48.89359452,2.33008497,2.38734014,16,48.86368977596096,2.359706996589739,906:28,6000
10_3024,5792,48.81922587,48.87498097,2.26072334,2.38165673575,16,48.83873347013461,2.3251067957076947,906:28,6000
16_3922,5763,48.75344285,48.90533548,2.04298005,2.41519396,16,48.85783298934771,2.294159004954621,906:28,6000
14_3673,4839,48.81606835,48.8623305,2.325279416666667,2.42087179,16,48.83643184300079,2.3704474124662305,906:28,6000
3_2060,1204,48.8691897,48.87999442666666,2.32762435,2.35039258,16,48.87524119991646,2.341697063636668,906:28,6000
42_0230,16244,48.81503139,48.88466889,2.24995637,2.3687247466666665,15,48.846399523187216,2.2969287728107237,906:28,6000
42_0402,8448,48.68241378,48.92953032,1.93050725,2.39343186,15,48.85311242358165,2.3025795874427666,906:28,6000
2_1858,7065,48.10278585,48.9098443,2.31069333,3.47259572,15,48.83462551829441,2.370517279473461,906:28,6000
46_0821,6775,48.84353279,48.89239393,2.25635869,2.400355185,15,48.87027954189829,2.3520472462314252,906:28,6000
42_0412,5377,48.8442585515873,48.93261845,2.249128832,2.4869536,15,48.85768727813651,2.371298187093105,906:28,6000
42_0559,4170,48.83008045,48.8778119,2.29133145,2.382161235117924,15,48.855615189477355,2.3544680543919987,906:28,6000
2_1965,3959,48.840145,48.90689624,2.2127186,2.4891853,15,48.87700897661984,2.316256154774953,906:28,6000
2_1896,2439,48.86481328,48.89139652,2.34739945,2.394531035,15,48.8744640896895,2.3579645114199486,906:28,6000
42_0015,11331,48.83675582749999,48.86523223,2.27247916,2.44520532,14,48.85423299899829,2.333570084007685,906:28,6000
42_0560,7823,48.79229028,48.8652936,2.2825578400000004,2.62376292,14,48.83244057951805,2.3500848925476623,906:28,6000
14_3670,7060,48.85790459,48.90514883,2.214790292,2.36286299,14,48.88578929873105,2.313047818848853,906:28,6000
10_3182,6153,48.82500432,48.91976363,2.2520497,2.43603079,14,48.88265637513163,2.3361597523763136,906:28,6000
42_0317,5569,48.83364742,48.90630989,2.25120228,2.38561008,14,48.86916509279896,2.3362862910464335,906:28,6000
46_0946,4524,48.83815337,48.89912973,2.3042202840000003,2.35787678,14,48.881448131043676,2.320085914301702,906:28,6000
16_3899,3593,48.83873708,48.89522744,2.32081817,2.36768758,14,48.88294357881033,2.343171160124679,906:28,6000
16_3871,3502,48.80046237,48.90567135,2.27105079,2.35724303,14,48.85284829798227,2.3063299027508366,906:28,6000
46_0879,3334,48.8442465,48.91706385,2.3566664,2.39829284,14,48.88224148200807,2.372668625622279,906:28,6000
3_2170,3067,48.881261755,48.89402685,2.30784371,2.3563415,14,48.88593616033184,2.328183918927609,906:28,6000
46_0930,2730,48.70580577,48.88964887,2.32249388,2.58614556,14,48.87465353442152,2.354731224901063,906:28,6000
