Unnamed: 0.1,Unnamed: 0,ID,CODGEO,AREA_NAME,SEX,AGE,DIPLOMA,PRO_CAT,TYPE_HOUSE,NBPERS_HOUSE,NB_10,NB_11_17,NB_18_24,NB_25_64,NB_65,PMR,DRIVING_LICENCE,NB_CAR,TWO_WHEELER,BIKE,ELECT_SCOOTER,NAVIGO_SUB,IMAGINER_SUB,OTHER_SUB_PT,BIKE_SUB,NSM_SUB,WEIGHT_INDIV
12,12,10_2994,75115,Paris,Man,44,,2,In a couple with child(ren),3,0,1.0,0.0,2,0,False,True,0,1,0,0,True,False,False,False,True,3936.4098434
33,33,10_3024,92046,Malakoff,Man,22,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Not related to other household members,5,0,0.0,2.0,3,0,False,True,0,0,0,0,False,True,False,True,False,1242.8197525
54,54,10_3050,75112,Paris,Woman,41,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1619.4797582
67,67,10_3067,75112,Paris,Man,23,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",4,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,False,False,1000.0810595
71,71,10_3074,75120,Paris,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,1.0,1,0,False,True,0,0,0,0,True,False,False,False,False,2742.1303401
80,80,10_3086,75116,Paris,Man,18,Upper secondary diploma (Baccalauréat) or equivalent,7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,False,False,False,False,False,2547.898829
92,92,10_3102,75117,Paris,Man,20,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,In a couple without children,2,0,0.0,2.0,0,0,False,False,0,0,0,0,False,True,False,True,False,1489.6559194
108,108,10_3122,75110,Paris,Man,62,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,True,False,True,False,847.90373965
111,111,10_3125,75110,Paris,Man,47,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,True,False,1210.1594184
147,147,10_3173,75111,Paris,Man,23,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,In a couple without children,2,0,0.0,2.0,0,0,False,True,0,0,1,0,False,True,False,True,False,1489.6559194
148,148,10_3174,92014,Bourg-la-Reine,Man,60,,2,In a couple with child(ren),4,0,1.0,1.0,2,0,False,True,1,0,4+,0,True,False,False,False,False,3051.07114
154,154,10_3182,93070,Saint-Ouen-sur-Seine,Man,35,"Vocational certificate (CAP, BEP) or equivalent",8,Living alone,1,0,0.0,0.0,0,0,False,,3,1,1,1,True,False,True,True,True,6691.397198
167,167,12_3194,75116,Paris,Woman,50,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),4,0,2.0,0.0,2,0,False,False,0,0,1,0,True,False,False,True,False,2888.0443376
196,196,12_3232,75109,Paris,Man,39,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),5,3,0.0,0.0,2,0,False,True,0,0,2,0,False,False,False,False,False,2771.6443559
200,200,12_3237,92024,Clichy,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,1396.8921063
233,233,12_3281,75114,Paris,Man,22,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,749.30461016
273,273,12_3328,75108,Paris,Man,31,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1375.0003715
288,288,12_3353,75110,Paris,Woman,52,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,True,False,722.35320301
303,303,12_3370,75113,Paris,Man,26,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,True,False,656.36545256
313,313,12_3388,75118,Paris,Woman,39,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,False,False,False,False,False,1549.8231313
321,321,13_3399,75119,Paris,Man,48,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Single parent (divorced / separated / widowed),2,1,0.0,0.0,1,0,False,True,0,0,2,0,False,False,False,False,False,1873.0702124
340,340,13_3429,75113,Paris,Man,39,,3,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,1,0,False,False,False,True,False,4503.4158038
404,404,13_3508,75112,Paris,Woman,24,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living with one or both parents,5,0,0.0,3.0,2,0,False,False,0,0,0,0,False,True,False,False,False,1248.325682
417,417,13_3522,75117,Paris,Woman,72,Upper secondary diploma (Baccalauréat) or equivalent,6,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,4655.7584
420,420,13_3525,75113,Paris,Man,32,,4,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,1172.0402666
443,443,13_3559,94018,Charenton-le-Pont,Man,57,Upper secondary diploma (Baccalauréat) or equivalent,4,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,2,0,False,False,False,True,False,2558.4786482
467,467,14_3592,75120,Paris,Woman,58,,6,Living alone,1,0,0.0,0.0,1,0,True,False,0,0,0,0,,False,True,False,False,694.76202104
468,468,14_3594,75120,Paris,Man,19,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,5,1,1.0,1.0,2,0,False,False,0,0,0,0,,True,False,True,False,5623.0868868
484,484,14_3613,75116,Paris,Man,49,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,4+,0,False,False,False,True,False,2680.5167679
489,489,14_3618,75110,Paris,Man,22,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,False,True,False,True,False,749.30461016
506,506,14_3639,75118,Paris,Man,38,Upper secondary diploma (Baccalauréat) or equivalent,4,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,4269.4468227
509,509,14_3645,75118,Paris,Man,37,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,863.77213745
510,510,14_3647,75103,Paris,Woman,70,Upper secondary diploma (Baccalauréat) or equivalent,6,In a couple without children,1,0,0.0,0.0,0,1,False,True,0,0,0,0,,True,False,False,False,4655.7584
518,518,14_3657,75114,Paris,Man,33,,5,In a couple with child(ren),3,0,1.0,0.0,2,0,False,True,1,0,0,2,False,False,True,False,False,4161.3796535
528,528,14_3670,75118,Paris,Man,53,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,2,0,False,False,False,False,False,1190.0491835
529,529,14_3671,75113,Paris,Man,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,587.15425839
531,531,14_3673,75112,Paris,Man,50,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),3,0,1.0,0.0,2,0,False,True,1,1,0,0,,False,False,False,False,2788.7756632
538,538,14_3681,75112,Paris,Man,32,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",8,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,1,0,True,False,False,False,False,1822.8662529
547,547,14_3692,75118,Paris,Man,47,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,1,3,0,False,False,False,False,False,1873.0702124
550,550,14_3695,75113,Paris,Man,31,Upper secondary diploma (Baccalauréat) or equivalent,3,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,1,0,True,False,False,False,False,7957.3922535
553,553,14_3700,75105,Paris,Woman,40,,8,In a couple with child(ren),2,0,0.0,0.0,2,0,False,True,0,0,1,0,,False,True,False,False,2094.5777111
565,565,14_3713,75115,Paris,Man,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,True,False,1375.0003715
569,569,14_3720,75117,Paris,Man,48,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,0,2.0,0.0,2,0,False,True,0,0,1,0,True,False,False,True,True,1904.8946898
593,593,16_3758,75117,Paris,Woman,68,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,0,False,True,1,0,1,0,False,False,False,False,False,1509.8898742
594,594,16_3759,75114,Paris,Woman,76,,6,In a couple with child(ren),1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,1509.8898742
597,597,16_3762,75115,Paris,Man,75,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,965.90732695
600,600,16_3765,75118,Paris,Woman,68,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,2,0,0.0,0.0,0,2,False,False,0,0,2,0,True,False,False,False,False,1966.5820839
607,607,16_3775,75113,Paris,Woman,69,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,Living alone,1,0,0.0,0.0,0,1,False,True,1,0,0,0,True,False,False,False,False,1509.8898742
613,613,16_3783,75114,Paris,Man,69,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",6,In a couple without children,1,0,0.0,0.0,0,1,False,True,1,0,3,0,False,False,False,False,False,965.90732695
614,614,16_3784,93053,Noisy-le-Sec,Man,65,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple with child(ren),3,2,0.0,0.0,1,0,False,True,1,0,1,0,True,False,False,False,False,611.83199673
620,620,16_3792,75115,Paris,Woman,47,"Vocational certificate (CAP, BEP) or equivalent",4,Single parent (divorced / separated / widowed),2,0,0.0,2.0,0,0,False,True,0,0,0,0,True,False,False,False,False,6652.3594577
621,621,16_3793,75111,Paris,Man,22,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,1.0,0,0,False,True,0,0,0,0,False,True,False,True,False,587.15425839
625,625,16_3797,75118,Paris,Man,38,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",1,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,2,0,False,False,False,False,False,952.5176578
626,626,16_3799,75112,Paris,Woman,56,"Vocational certificate (CAP, BEP) or equivalent",4,Single parent (divorced / separated / widowed),2,0,1.0,0.0,1,0,False,False,0,0,1,0,True,False,False,False,False,6652.3594577
628,628,16_3802,94046,Maisons-Alfort,Woman,57,Lower secondary certificate (Brevet) or equivalent,4,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1955.6067735
640,640,16_3823,75116,Paris,Woman,48,,5,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,4+,0,False,False,False,False,False,917.22787515
644,644,16_3828,75107,Paris 7e Arrondissement,Man,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living with one or both parents,2,0,0.0,0.0,2,0,False,True,1,1,3,0,False,False,False,False,True,1290.853913
647,647,16_3831,75115,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,False,False,False,True,False,1228.7117078
649,649,16_3834,92051,Neuilly-sur-Seine,Woman,19,Upper secondary diploma (Baccalauréat) or equivalent,7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,True,False,2252.7829803
656,656,16_3842,75115,Paris,Woman,24,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",7,Living with one or both parents,3,0,0.0,2.0,1,0,True,False,0,0,0,0,False,True,False,True,False,2349.0067089
658,658,16_3844,75105,Paris,Woman,62,,3,In a couple with child(ren),4,0,0.0,0.0,3,1,False,False,1,0,0,0,True,False,False,False,False,3641.6451642
660,660,16_3846,75115,Paris,Woman,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,False,True,False,True,False,629.0660134
669,669,16_3856,75104,Paris,Man,53,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),2,0,0.0,1.0,1,0,False,True,0,0,0,0,False,False,True,False,True,1873.0702124
670,670,16_3859,93006,Bagnolet,Woman,51,,2,In a couple with child(ren),5,0,1.0,2.0,2,0,False,True,1,0,2,0,False,False,False,False,False,615.23758671
678,678,16_3871,75115,Paris,Woman,59,Lower secondary certificate (Brevet) or equivalent,4,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,3090.5806359
682,682,16_3875,75106,Paris,Man,41,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,1,0,1,0,True,False,False,True,True,3061.8102217
688,688,16_3885,75113,Paris,Woman,17,Lower secondary certificate (Brevet) or equivalent,7,Living with one or both parents,5,0,2.0,1.0,2,0,False,False,0,0,4+,0,,True,False,True,False,6464.3807096
692,692,16_3890,92044,Levallois-Perret,Woman,54,Upper secondary diploma (Baccalauréat) or equivalent,3,Single parent (divorced / separated / widowed),1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,4705.1837951
699,699,16_3899,75118,Paris,Man,24,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",7,Living with one or both parents,3,0,0.0,1.0,2,0,False,False,1,0,1,0,False,False,False,False,False,1770.0059503
701,701,16_3901,75115,Paris,Woman,45,,4,In a couple with child(ren),4,2,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,2962.2965084
704,704,16_3905,75103,Paris,Woman,18,Upper secondary diploma (Baccalauréat) or equivalent,7,Living with one or both parents,4,0,1.0,2.0,1,0,False,False,1,0,2,2,False,True,False,True,False,7798.5249175
714,714,16_3915,75112,Paris,Woman,25,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Not related to other household members,5,0,0.0,1.0,4,0,False,False,0,0,0,0,True,False,False,False,False,2891.4906802
720,720,16_3922,75120,Paris,Man,52,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),4,0,2.0,0.0,2,0,False,True,1,0,3,0,True,False,False,False,False,2254.4249894
730,730,16_3937,75119,Paris,Woman,28,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,Not related to other household members,2,0,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,True,False,1495.3222211
748,748,16_3960,75113,Paris,Woman,59,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",6,In a couple without children,2,0,0.0,0.0,2,0,False,True,1,0,1,0,,False,False,True,False,1564.5793818
749,749,16_3961,75103,Paris,Man,60,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,1,0,,False,False,False,False,875.21288961
754,754,16_3969,75120,Paris,Man,55,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,2,0,True,False,False,False,False,2563.5955464
756,756,16_3971,75102,Paris,Woman,31,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",1,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,2,0,False,False,False,False,False,2408.0667464
758,758,16_3974,92023,Clamart,Woman,46,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,In a couple with child(ren),4,1,1.0,0.0,2,0,False,True,2,2,4+,0,True,False,False,False,False,2201.1026358
762,762,16_3981,75113,Paris,Man,58,Upper secondary diploma (Baccalauréat) or equivalent,2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,1,0,True,False,False,False,False,4393.7026776
764,764,16_3983,75112,Paris,Man,45,,3,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,True,False,1971.395822
768,768,16_3988,75118,Paris,Man,30,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,1,0,0.0,0.0,1,0,False,True,0,0,0,0,False,False,False,True,False,1375.0003715
772,772,16_3995,75118,Paris,Woman,31,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,Living alone,4,4,0.0,0.0,0,0,False,False,4,0,0,0,False,False,False,False,False,5506.9022052
773,773,16_3996,92026,Courbevoie,Man,36,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",4,In a couple with child(ren),3,1,0.0,0.0,2,0,False,True,0,0,0,0,True,False,False,False,False,1480.7561713
779,779,16_4004,75112,Paris,Man,30,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple without children,2,0,0.0,0.0,2,0,False,False,0,0,0,0,True,False,False,True,False,2742.1303401
789,789,16_4019,75118,Paris,Woman,41,,4,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,False,False,1321.6537595
799,799,16_4034,75107,Paris,Man,34,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,Living alone,1,0,0.0,0.0,1,0,False,,0,1,0,0,False,False,False,False,True,1971.395822
802,802,16_4037,75114,Paris,Man,50,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,847.90373965
815,815,16_4057,75117,Paris,Man,59,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",3,Living alone,1,0,0.0,0.0,0,0,False,True,0,0,0,0,True,False,False,False,False,1210.1594184
816,816,16_4058,93064,Rosny-sous-Bois,Man,57,"Vocational certificate (CAP, BEP) or equivalent",3,In a couple without children,1,0,0.0,0.0,1,0,False,True,1,0,2,0,True,False,False,False,False,3093.3116014
820,820,16_4063,75108,Paris,Man,31,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,In a couple without children,2,0,0.0,0.0,2,0,False,True,0,0,0,0,False,False,False,True,False,1312.1394554
836,836,16_4088,75109,Paris,Man,34,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",1,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,1,0,True,False,False,False,False,952.5176578
854,854,16_4110,75112,Paris,Woman,53,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Single parent (divorced / separated / widowed),1,0,0.0,1.0,0,0,False,True,0,0,0,0,True,False,False,True,False,974.68116027
868,868,2_1804,75105,Paris,Man,39,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,In a couple with child(ren),2,1,0.0,0.0,1,0,False,True,0,0,1,0,False,False,False,True,False,2742.1303401
870,870,2_1807,75119,Paris,Woman,48,"3–4-year higher education degree: Licence, Professional Licence, Master 1, or equivalent",2,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,0,0,True,False,False,True,False,1365.8922876
885,885,2_1824,75115,Paris,Woman,36,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",3,Living alone,1,0,0.0,0.0,1,0,False,True,0,0,1,0,True,False,False,False,False,1619.4797582
904,904,2_1846,75117,Paris,Woman,51,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",8,In a couple with child(ren),3,0,1.0,1.0,1,0,False,True,1,0,4+,1,False,False,False,False,False,1538.0121211
912,912,2_1856,94002,Alfortville,Woman,23,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Living alone,1,0,0.0,0.0,1,0,False,False,0,0,0,0,True,False,False,False,False,349.25548449
913,913,2_1858,75114,Paris,Woman,24,"5-year-and-above higher education degree: Master's 2, DEA, DESS, Grande École Diploma, Doctorate, etc.",2,Not related to other household members,1,0,0.0,0.0,1,0,False,True,0,0,3,0,False,False,False,False,False,1284.1462096
915,915,2_1860,75115,Paris,Woman,50,,3,In a couple with child(ren),2,1,0.0,0.0,1,0,False,True,1,0,0,0,True,False,False,False,False,3591.3416828
928,928,2_1877,92049,Montrouge,Woman,42,Upper secondary diploma (Baccalauréat) or equivalent,5,Single parent (divorced / separated / widowed),1,0,1.0,0.0,0,0,False,True,0,0,0,0,False,False,False,False,False,3827.595765
